No,Title_,City_district,Place_rooms,Price,House area,Rooms No.,Floors,Contruction,Installation,Heating,Year of construction,Land area (a)
3286,Namas pardavimui,Klaipėda,"Centras, Ramioji g. id:204991 6 kmb.",320000,130.0,6,1,,,,2018,45.45
3287,Namas pardavimui,Klaipėdos r. sav.,"Klipščiai, Endružių g. id:204464 5 kmb.",250000,340.0,5,2,,,Centrinis Kolektorinis,2016,18.0
3288,Sodyba pardavimui,Mažeikių r. sav.,"Buknaičiai, Liepų g. id:859321 5 kmb.",65000,98.0,5,1,Plytinis,Naujas,Kietu kuru,1991,19.28
3289,Namas pardavimui,Klaipėda,"Vėtrungė, Jurginų g. id:204875 4 kmb.",210000,124.0,4,1,,,,2016,2.0
3290,Namas pardavimui,Vilniaus r. sav.,"Saldenė, Lazdynų g. id:858370 4 kmb.",374000,143.0,4,1,Plytinis,,Dujinis,2022,7.5
3291,Sodyba pardavimui,Lazdijų r. sav.,Krikštonys id:857857 7 kmb.,23000,128.0,7,1,,,Kietu kuru,1933,20.0
3292,Namas pardavimui,Kaunas,"Žaliakalnis, Žemaičių g. id:846391 3 kmb.",49000,45.0,3,1,Plytinis,Reikia remonto,Kietu kuru,1939,6.47
3293,Sodyba pardavimui,Vilnius,"Naujininkai, Kaminkelio g. id:855335 8 kmb.",480000,220.0,8,2,Plytinis,,Dujinis,2012,14.08
3294,Namas pardavimui,Panevėžys,"Centras, Ramygalos g. id:856372 1 kmb.",19000,33.0,1,1,,,Dujinis,1995,1.0
3295,Kotedžas pardavimui,Klaipėdos r. sav.,"Ginduliai, Svajų g. id:849911 5 kmb.",179000,230.0,5,2,Plytinis,,Dujinis,2010,6.0
3296,Namas pardavimui,Vilnius,"Aukštieji Paneriai, Juozo Zikaro g. id:855467 5 kmb.",229900,146.0,5,2,Plytinis,,,2022,7.34
3297,Namas pardavimui,Panevėžys,"Centras, Stoties g. id:855458 7 kmb.",103000,395.0,7,2,Plytinis,,Centrinis,1932,6.13
3298,Namas pardavimui,Kaunas,"Aleksotas, K. Sprangausko g. id:855383 4 kmb.",260000,158.0,4,1,Plytinis,Naujas,Kietu kuru,2006,6.0
3299,Namas pardavimui,Panevėžys,"Rožės, Vilktupio g. id:854845 7 kmb.",210000,372.0,7,2,Plytinis,,Dujinis,2001,12.76
3300,Namas pardavimui,Vilnius,"Antakalnis, Gvazdikų g. id:834754 3 kmb.",186000,117.0,3,1,Plytinis,,"Dujinis, Kietu kuru",1973,6.5
3301,Namas pardavimui,Kaunas,"Vilijampolė, Kernavės g. id:854559 3 kmb.",97000,54.0,3,1,,,Kietu kuru,1920,0.01
3302,Namas pardavimui,Jurbarko r. sav.,"Eržvilkas, Ryto a. id:854549 3 kmb.",15000,53.0,3,1,,,Kietu kuru,1905,11.37
3303,Namas pardavimui,Kaišiadorių r. sav.,Žasliai id:854529 4 kmb.,49000,107.0,4,2,Plytinis,,Kietu kuru,1986,9.0
3304,Namas pardavimui,Klaipėdos r. sav.,Bendikai id:708375 7 kmb.,220000,178.0,7,1,Plytinis,,Centrinis,2021,9.0
3305,Namas pardavimui,Ukmergės r. sav.,"Ukmergė, Klevų g. id:808850 5 kmb.",149000,217.0,5,2,Plytinis,,"Centrinis, Dujinis",1993,11.49
3306,Sodyba pardavimui,Ukmergės r. sav.,Meižėnai id:851365 5 kmb.,145000,98.0,5,1,,,Kietu kuru,1940,650.0
3307,Namas pardavimui,Trakų r. sav.,"Vosyliukai, Vingio g. id:841725",75000,93.0,4,2,,,Kietu kuru,1991,12.0
3308,Namas pardavimui,Tauragės r. sav.,"Tauragė, I. Simonaitytės g. id:835228 5 kmb.",210000,189.0,5,2,Plytinis,,Kietu kuru,1996,24.01
3309,Namas pardavimui,Kaišiadorių r. sav.,"Žiežmariai, Vytauto g. id:800571 5 kmb.",98000,164.0,5,2,Plytinis,,Dujinis,1981,13.34
3310,Namas pardavimui,Vilnius,"Visoriai, Broniaus Krivicko g. id:800570 8 kmb.",690000,399.0,8,2,Plytinis,,Dujinis,2015,9.0
3311,Namas pardavimui,Vilnius,"Antakalnis, Šatrijos Raganos g. id:745793",475000,210.0,4,5,Plytinis,,Dujinis,2004,6.2
3312,Sodyba pardavimui,Skuodo r. sav.,Skypstys id:811004,254000,485.0,4,1,,,,2012,108.0
3313,Namas pardavimui,Vilnius,"Naujininkai, Eišiškių Sodų 16-oji g. id:846834 4 kmb.",110000,114.0,4,2,Plytinis,,Kietu kuru,1988,6.0
3314,Namas pardavimui,Kaunas,"Vaišvydava, Piliuonos g. id:842151 7 kmb.",216000,419.0,7,2,Plytinis,,"Dujinis, Kietu kuru",1991,60.13
3315,Namas pardavimui,Kaunas,"Romainiai, Romainių g. id:725235 4 kmb.",164999,111.0,4,2,Karkasinis,,,2023,2.87
3316,Namas pardavimui,Šakių r. sav.,"Šakiai, J. Basanavičiaus g. id:733423 3 kmb.",23000,68.0,3,1,,,Kietu kuru,1949,18.0
3317,Sodyba pardavimui,Druskininkų sav.,"Leipalingis, Druskininkų g. id:766274 4 kmb.",25900,101.0,4,2,Medinis,,Kietu kuru,1917,20.95
3318,Namas pardavimui,Vilnius,"Aukštasis Pavilnys, Ernesto Galvanausko g. id:836137 4 kmb.",269000,146.0,4,2,Plytinis,,,2023,5.09
3319,Namas pardavimui,Biržų r. sav.,"Pabiržė, Biržų g. id:844327 5 kmb.",10800,86.0,5,2,Plytinis,,Kietu kuru,1954,10.24
3320,Namas pardavimui,Ignalinos r. sav.,"Senasis Daugėliškis, Miestelio g. id:768416 2 kmb.",18000,47.0,2,1,,,,1964,47.87
3321,Namas pardavimui,Panevėžio r. sav.,Daniliškis id:852243,27000,140.0,4,2,Plytinis,,,1994,29.0
3322,Namas pardavimui,Panevėžio r. sav.,"Pažagieniai, Lepšių g. id:758998 9 kmb.",38000,383.0,9,2,,,,1998,24.0
3323,Namas pardavimui,Kupiškio r. sav.,"Kupiškis, Gedimino g. id:850433 6 kmb.",25900,145.0,6,2,,,Kietu kuru,1969,17.67
3324,Sodyba pardavimui,Panevėžio r. sav.,Pavašuokiai II id:850432 4 kmb.,9900,96.0,4,1,,,Kietu kuru,1930,56.0
3325,Namas pardavimui,Panevėžys,"Centras, Sodų g. id:803776 3 kmb.",66500,75.0,3,1,,,Kietu kuru,1961,6.65
3326,Namas pardavimui,Panevėžio r. sav.,"Smilgiai, Sodžiaus g. id:837442 4 kmb.",31000,98.0,4,2,Plytinis,,Kietu kuru,1990,22.05
3327,Namas pardavimui,Šiauliai,"Medelynas, Sodo g. id:796659 5 kmb.",245000,191.0,5,2,Plytinis,,Dujinis,2014,8.61
3328,Namas pardavimui,Šiaulių r. sav.,"Vijoliai, Jaunystės g. id:838409 10 kmb.",167000,339.0,10,2,Plytinis,,Dujinis,1995,10.0
3329,Namas pardavimui,Šiaulių r. sav.,"Kuršėnai, Vilniaus g. id:826983 2 kmb.",60000,76.0,2,1,Medinis,,Kietu kuru,1950,10.0
3330,Sodyba pardavimui,Varėnos r. sav.,"Užuperkasis, Užuperkasio g. id:839530 2 kmb.",38000,61.0,2,1,,,Kietu kuru,1961,24.0
3331,Kotedžas pardavimui,Alytus,"Vidzgiris, Zaidų g. id:820251 5 kmb.",125000,204.0,5,2,Monolitinis,,Kietu kuru,2008,4.0
3332,Namas pardavimui,Alytaus r. sav.,"Miklusėnai, Maironio g. id:803753 5 kmb.",79000,245.0,5,2,Plytinis,,Kietu kuru,1986,25.0
3333,Sodyba pardavimui,Varėnos r. sav.,"Nedzingė, Nedzingės g. id:821225 2 kmb.",12000,36.0,2,1,,,Kietu kuru,1961,38.11
3334,Sodyba pardavimui,Alytaus r. sav.,"Pupasodis, Parko g. id:831884 3 kmb.",49000,83.0,3,1,,,Kietu kuru,1933,163.0
3335,Namas pardavimui,Klaipėdos r. sav.,"Trušeliai, Lazdynų g. id:792343 4 kmb.",135000,100.0,4,2,Plytinis,,,2022,5.0
3336,Sodyba pardavimui,Jurbarko r. sav.,"Veliuona, Gedimino g. id:758215 7 kmb.",58000,250.0,7,2,Plytinis,,Kietu kuru,1989,18.0
3337,Namas pardavimui,Panevėžys,"Sodai, Kalnelio g. id:852246 5 kmb.",185000,376.0,5,2,,,"Dujinis, Elektrinis",2010,45.45
3338,Kotedžas pardavimui,Klaipėda,"Giruliai, Turistų g. id:715129 4 kmb.",289000,82.0,4,2,Plytinis,Įrengtas,Dujinis,2019,2.0
3339,Namas pardavimui,Klaipėdos r. sav.,"Slengiai, Juodeglynų g. id:383758 3 kmb.",229000,150.0,3,1,Plytinis,Naujas,Dujinis,2020,9.0
3340,Namas pardavimui,Vilniaus r. sav.,"Rastinėnai, Erdvės 5-oji g. id:839751 3 kmb.",120000,80.0,3,2,Karkasinis,,,2021,45.45
3341,Sodyba pardavimui,Trakų r. sav.,Jogėliškės id:671217 2 kmb.,38000,44.0,2,1,,,Kietu kuru,1946,56.0
3342,Namas pardavimui,Klaipėdos r. sav.,"Dercekliai, Kurklių g. id:850257 2 kmb.",26000,60.0,2,2,Plytinis,Tvarkingas,Kietu kuru,1986,5.89
3343,Kotedžas pardavimui,Vilnius,"Bajorai, Draustinio g. id:812409 5 kmb.",270000,155.0,5,2,Plytinis,,,2022,6.0
3344,Namas pardavimui,Jonavos r. sav.,"Bartoniai, Tujų g. id:848527 2 kmb.",35000,70.0,2,2,Plytinis,Naujas,Kietu kuru,1889,6.0
3345,Kotedžas pardavimui,Vilniaus r. sav.,"Karvys, Žalioji g. id:640121 4 kmb.",160000,130.0,4,2,Monolitinis,,Skystas kuras,1979,17.0
3346,Namas pardavimui,Panevėžio r. sav.,"Užunevėžiai, Šilo g. id:651881 3 kmb.",4600,77.0,3,1,,,Elektrinis,1954,0.16
3347,Kotedžas pardavimui,Klaipėdos r. sav.,"Trušeliai, Rasytės g. id:710115 3 kmb.",175000,80.0,3,2,Plytinis,,Elektrinis,2022,2.6
3348,Namas pardavimui,Panevėžio r. sav.,"Janališkiai, Ąžuolų al. id:796494 2 kmb.",8400,24.0,2,1,,,,1954,45.45
3349,Sodyba pardavimui,Panevėžio r. sav.,"Tekoriškis, Tekoriškio g. id:847851 4 kmb.",55000,78.0,4,1,,,Elektrinis,1995,0.57
3350,Namas pardavimui,Klaipėdos r. sav.,"Trušeliai, Gertlaukių g. id:751761 4 kmb.",199821,130.0,4,1,,,,2016,8.0
3351,Kotedžas pardavimui,Klaipėdos r. sav.,"Ginduliai, Svajų g. id:497886 6 kmb.",175000,230.0,6,2,,,,2010,6.0
3352,Namas pardavimui,Alytus,"Vidzgiris, Sudvajų g. id:754240 1 kmb.",19000,112.0,1,1,Plytinis,,,1964,45.45
3353,Namas pardavimui,Klaipėda,"Paupiai, Rūko g. id:846741 4 kmb.",185000,105.0,4,1,Plytinis,,,2022,4.0
3354,Namas pardavimui,Klaipėdos r. sav.,"Klemiškė II, Dvarininkų g. id:382855 4 kmb.",160000,80.0,4,1,Plytinis,Naujas,Dujinis,2019,4.7
3355,Namas pardavimui,Klaipėda,"Poilsis, Šturmanų g. id:627017 5 kmb.",320000,158.0,5,2,,,Dujinis,2018,6.0
3356,Kotedžas pardavimui,Klaipėdos r. sav.,"Ginduliai, Vaivorykštės g. id:642420 4 kmb.",249000,130.0,4,2,,,Dujinis,2016,4.0
3357,Namas pardavimui,Kretingos r. sav.,"Kretinga, Ramunėlių g. id:846491 4 kmb.",160000,131.0,4,2,Plytinis,Įrengtas,Dujinis,2010,6.0
3358,Namas pardavimui,Kunigiškės,Vaivorykštės g. id:799981 3 kmb.,220000,80.0,3,1,Plytinis,,,2022,4.0
3359,Sodyba pardavimui,Kaišiadorių r. sav.,Mažosios Juodiškės id:846294,57000,62.0,4,1,,,,1920,56.0
3360,Kotedžas pardavimui,Klaipėda,"Tauralaukis, Tauralaukio g. id:788158 5 kmb.",245000,135.0,5,2,,,,2016,3.0
3361,Kotedžas pardavimui,Klaipėda,"Labrenciškės, Šilojų g. id:380758 7 kmb.",360000,202.0,7,2,Plytinis,,Dujinis,2019,3.6
3362,Namas pardavimui,Klaipėdos r. sav.,"Slengiai, Sniego g. id:202700 6 kmb.",450000,210.0,6,2,,,"Centrinis Kolektorinis, Dujinis",2019,11.0
3363,Namas pardavimui,Kėdainių r. sav.,"Kėdainiai, Chemikų g. id:627204",50000,1455.0,4,5,Plytinis,,,1986,26.0
3364,Namas pardavimui,Klaipėdos r. sav.,"Slengiai, Dvaro g. id:645937 4 kmb.",293000,147.0,4,2,,,,2018,12.0
3365,Namas pardavimui,Vilnius,"Verkiai, Pagubės Sodų 28-oji g. id:845059 6 kmb.",199000,135.0,6,1,Plytinis,,,2015,60.86
3366,Namas pardavimui,Vilnius,"Salininkai, Kelmijos Sodų 75-oji g. id:839750 4 kmb.",128000,80.0,4,1,Plytinis,,,2022,6.0
3367,Namas pardavimui,Klaipėda,"Tauralaukis, Akacijų g. id:380821 4 kmb.",235000,145.0,4,1,Plytinis,,,2021,6.0
3368,Namas pardavimui,Klaipėdos r. sav.,"Slengiai, Lietaus g. id:844132 4 kmb.",245000,109.0,4,1,,,,2016,9.0
3369,Namas pardavimui,Vilnius,"Salininkai, Salininkų g. id:823590 4 kmb.",189000,415.0,4,2,Plytinis,,Kietu kuru,1997,5.09
3370,Namas pardavimui,Klaipėdos r. sav.,"Trušeliai, Karpavos g. id:738230 5 kmb.",399000,202.0,5,1,,,,2018,10.0
3371,Namas pardavimui,Klaipėdos r. sav.,"Dercekliai, Pervalkos g. id:842353 2 kmb.",40000,56.0,2,2,Plytinis,Tvarkingas,,1994,6.4
3372,Namas pardavimui,Klaipėdos r. sav.,"Purmaliai, Tulpių g. id:763037",220000,127.0,4,1,Plytinis,,Centrinis,2022,6.5
3373,Namas pardavimui,Klaipėdos r. sav.,"Purmaliai, Serbentų g. id:742322 4 kmb.",170000,115.0,4,1,Plytinis,,,2022,6.0
3374,Namas pardavimui,Klaipėdos r. sav.,"Šnaukštai, Draugystės g. id:524045 3 kmb.",37000,51.0,3,1,Plytinis,Tvarkingas,Kietu kuru,1986,11.88
3375,Kotedžas pardavimui,Klaipėda,"Centras, Rumpiškės g. id:840948 3 kmb.",235000,110.0,3,3,Plytinis,,Dujinis,2016,45.45
3376,Sodyba pardavimui,Mažeikių r. sav.,"Mažeikiai, Laisvės g. id:840477 6 kmb.",119000,199.0,6,1,Plytinis,Naujas,,1996,15.33
3377,Namas pardavimui,Klaipėdos r. sav.,"Dituva, Pavasario g. id:695734 6 kmb.",60000,290.0,6,1,Plytinis,,,2021,31.0
3378,Namas pardavimui,Šalčininkų r. sav.,"Bruknynė, Aviečių g. id:839690 5 kmb.",225000,233.0,5,2,Plytinis,,Kietu kuru,2018,6.2
3379,Namas pardavimui,Klaipėdos r. sav.,"Klipščiai, Tuopų g. id:692260 3 kmb.",340000,140.0,3,1,Plytinis,Naujas,,2021,10.5
3380,Namas pardavimui,Klaipėdos r. sav.,"Plikiai, Beržų g. id:646009 8 kmb.",199999,232.0,8,2,,,Kietu kuru,2016,225.0
3381,Namas pardavimui,Klaipėdos r. sav.,Klipščiai id:424389 4 kmb.,158000,85.0,4,1,Plytinis,Naujas,Dujinis,2018,5.0
3382,Namas pardavimui,Klaipėdos r. sav.,"Baukštininkai, Žiemos g. id:632830 3 kmb.",155000,85.0,3,1,Plytinis,Naujas,Dujinis,2020,5.0
3383,Namas pardavimui,Klaipėdos r. sav.,Klipščiai id:839215 4 kmb.,199000,85.0,4,1,Plytinis,Naujas,Dujinis,2022,4.7
3384,Namas pardavimui,Klaipėdos r. sav.,"Normantai, Pilsoto g. id:719077 5 kmb.",320000,151.0,5,2,Plytinis,Įrengtas,Centrinis,2008,12.0
3385,Namas pardavimui,Panevėžys,"Tulpės, D. Poškos g. id:803517 6 kmb.",94000,168.0,6,2,,,Dujinis,1995,45.45
3386,Namas pardavimui,Klaipėdos r. sav.,"Baukštininkai, Vasaros g. id:766887 3 kmb.",115000,80.0,3,1,Plytinis,,Dujinis,2022,5.2
3387,Namas pardavimui,Klaipėdos r. sav.,Gvildžiai id:380944 5 kmb.,220000,217.0,5,2,Plytinis,Naujas,Geoterminis,2018,10.0
3388,Namas pardavimui,Radviliškio r. sav.,Skėmiai id:793734 3 kmb.,27500,78.0,3,2,,,,1974,45.45
3389,Kotedžas pardavimui,Kunigiškės,Tremtinių g. id:784374 3 kmb.,252000,64.0,3,1,Plytinis,,Dujinis,2019,4.42
3390,Kotedžas pardavimui,Klaipėdos r. sav.,"Kalotė, Saulės g. id:784329 4 kmb.",210000,93.0,4,1,Plytinis,,Dujinis,2018,3.2
3391,Namas pardavimui,Klaipėdos r. sav.,"Klemiškė II, Aukštagirių g. id:784278 4 kmb.",189000,109.0,4,1,Plytinis,,,2022,7.5
3392,Namas pardavimui,Klaipėdos r. sav.,"Trušeliai, Giliškės g. id:784261 5 kmb.",165000,155.0,5,1,Plytinis,,,2021,9.43
3393,Namas pardavimui,Klaipėdos r. sav.,"Trušeliai, Įsros g. id:785760 4 kmb.",189000,109.0,4,2,Plytinis,,Dujinis,2018,8.5
3394,Namas pardavimui,Klaipėdos r. sav.,Klipščiai id:784178 4 kmb.,325000,170.0,4,2,Plytinis,,Dujinis,2011,6.5
3395,Namas pardavimui,Klaipėdos r. sav.,"Slengiai, Karališkas tak. id:784153 4 kmb.",170000,100.0,4,2,Plytinis,,Dujinis,2020,2.5
3396,Namas pardavimui,Kelmės r. sav.,"Kelmė, Kalnų g. id:834421 7 kmb.",84000,315.0,7,2,Plytinis,Naujas,Kietu kuru,1985,8.48
3397,Namas pardavimui,Vilniaus r. sav.,Bezdonys id:776322 13 kmb.,1800000,710.0,13,2,Plytinis,,,1930,45.68
3398,Namas pardavimui,Klaipėdos r. sav.,"Klemiškė II, Dvarininkų g. id:786613 4 kmb.",182000,100.0,4,1,Plytinis,Naujas,Dujinis,2022,5.5
3399,Namas pardavimui,Kretingos r. sav.,"Kretinga, F. Janušio g. id:821476 2 kmb.",49000,54.0,2,1,,Reikia remonto,Kietu kuru,1967,3.22
3400,Namas pardavimui,Kunigiškės,Vaivorykštės g. id:661972 3 kmb.,189500,66.0,3,2,Plytinis,,Dujinis,2021,1.5
3401,Namas pardavimui,Palanga,Didžioji g. id:729229 6 kmb.,350000,220.0,6,2,Plytinis,Įrengtas,Kietu kuru,1996,0.52
3402,Namas pardavimui,Palanga,Vidurdienio g. id:729228 9 kmb.,450000,300.0,9,2,Plytinis,Įrengtas,Dujinis,1993,0.8
3403,Namas pardavimui,Monciškės,Monciškės g. id:772015 4 kmb.,285000,84.0,4,2,Plytinis,Įrengtas,Dujinis,2019,2.5
3404,Namas pardavimui,Kunigiškės,Genio g. id:727520 4 kmb.,350000,94.0,4,2,Plytinis,,,2022,4.22
3405,Namas pardavimui,Monciškės,Miglos g. id:636316 4 kmb.,269000,69.0,4,1,Plytinis,Įrengtas,Elektrinis,2020,3.49
3406,Namas pardavimui,Klaipėdos r. sav.,"Vaiteliai, Lelijų al. id:794439 3 kmb.",85000,65.0,3,2,Plytinis,Naujas,Kietu kuru,2018,11.61
3407,Namas pardavimui,Mažeikių r. sav.,"Mažeikiai, Viekšnių g. id:771571 2 kmb.",42000,46.0,2,2,Medinis,Naujas,Kietu kuru,1974,7.6
3408,Namas pardavimui,Mažeikių r. sav.,"Mažeikiai, Respublikos g. id:761719 10 kmb.",320000,246.0,10,2,Plytinis,Naujas,Kietu kuru,2003,16.46
3409,Namas pardavimui,Molėtų r. sav.,Giedraičiai id:556639 2 kmb.,8900,50.0,2,1,,,Kietu kuru,1868,5.31
3410,Kotedžas pardavimui,Vilnius,"Verkiai, Skalvos g. id:805793 4 kmb.",170000,163.0,4,2,Plytinis,,,2021,3.8
3411,Namas pardavimui,Klaipėdos r. sav.,"Dauparai, Vingio g. id:789087 4 kmb.",222000,159.0,4,2,Plytinis,Naujas,,2011,25.14
3412,Namas pardavimui,Klaipėdos r. sav.,"Trušeliai, Bruožaičių g. id:783620 4 kmb.",139000,90.0,4,1,Plytinis,,Centrinis,2022,5.5
3413,Namo Dalis pardavimui,Palanga,Medžiotojų g. id:782434 4 kmb.,165000,58.0,4,1,Rąstinis,Reikia remonto,,1975,4.68
3414,Namas pardavimui,Klaipėdos r. sav.,"Trušeliai, Labguvos g. id:767692",190000,223.0,4,1,Plytinis,,,2022,16.5
3415,Namas pardavimui,Klaipėdos r. sav.,"Slengiai, Smeltaitės g. id:754498 5 kmb.",355000,184.0,5,2,Plytinis,,Dujinis,2017,9.5
3416,Namas pardavimui,Klaipėda,"Vėtrungė, Minijos g. id:745816 9 kmb.",550000,440.0,9,2,Blokinis,,,2000,7.5
3417,Namas pardavimui,Klaipėdos r. sav.,"Agluonėnai, Vanagų g. id:713509 4 kmb.",170000,142.0,4,1,Karkasinis,,Centrinis,2021,14.1
3418,Kotedžas pardavimui,Klaipėda,"Paupiai, Tolminkiemio g. id:711521 3 kmb.",163800,91.0,3,2,Plytinis,,Dujinis,2021,1.89
3419,Namas pardavimui,Klaipėdos r. sav.,"Slengiai, Juodeglynų g. id:691499 4 kmb.",310000,150.0,4,1,Plytinis,,Dujinis,2021,9.17
3420,Namas pardavimui,Klaipėdos r. sav.,"Slengiai, Žvaigždyno g. id:668415",255000,185.0,4,2,Plytinis,,Dujinis,2007,7.5
3421,Namas pardavimui,Klaipėda,"Luizė, Radviliškio g. id:636548 5 kmb.",290000,280.0,5,2,Plytinis,Įrengtas,Dujinis,2001,7.5
3422,Sodyba pardavimui,Klaipėdos r. sav.,Dauparai id:379296 7 kmb.,300000,242.0,7,2,Plytinis,Tvarkingas,Kietu kuru,2018,15.3
3423,Namas pardavimui,Kaunas,"Žaliakalnis, Utenos g. id:827165 5 kmb.",105000,140.0,5,2,Plytinis,,Dujinis,1993,0.5
3424,Sodyba pardavimui,Klaipėdos r. sav.,Birbinčiai id:770922 5 kmb.,315000,265.0,5,2,Plytinis,,,2017,90.0
3425,Namas pardavimui,Klaipėdos r. sav.,Traubiai id:743945,90000,240.0,4,2,Rąstinis,,,2008,14.0
3426,Namas pardavimui,Klaipėdos r. sav.,"Žiaukos, Kiškių tak. id:760414",65000,80.0,4,1,,,Elektrinis,2022,6.0
3427,Kotedžas pardavimui,Klaipėdos r. sav.,Karklė id:720868 4 kmb.,370000,100.0,4,2,Karkasinis,,Elektrinis,2021,18.0
3428,Namas pardavimui,Klaipėda,"Plytinė, Slėnio g. id:690425 5 kmb.",270000,241.0,5,3,Plytinis,,Dujinis,2001,5.0
3429,Namas pardavimui,Klaipėdos r. sav.,"Žiaukos, Karvelių tak. id:680166",45000,71.0,4,1,Plytinis,,Kietu kuru,1999,6.0
3430,Namas pardavimui,Klaipėdos r. sav.,"Purmaliai, Naujoji g. id:633058 2 kmb.",205000,146.0,2,1,Plytinis,,Dujinis,2021,6.0
3431,Kotedžas pardavimui,Kunigiškės,Aido tak. id:752665 3 kmb.,199000,61.0,3,2,,,,2016,2.0
3432,Sodyba pardavimui,Klaipėdos r. sav.,Lėbartai id:742742 8 kmb.,245000,250.0,8,2,Plytinis,,Geoterminis,2017,151.0
3433,Sodyba pardavimui,Kretingos r. sav.,Lazdininkai id:833582,118000,120.0,4,2,Plytinis,Įrengtas,,1977,32.0
3434,Namas pardavimui,Klaipėdos r. sav.,"Slengiai, Dvaro g. id:784151 4 kmb.",300000,147.0,4,2,Plytinis,Tvarkingas,Dujinis,2010,12.0
3435,Namas pardavimui,Pasvalio r. sav.,Joniškėlis id:676171 9 kmb.,7500,127.0,9,2,,,,1954,0.19
3436,Namo Dalis pardavimui,Klaipėda,"Plytinė, Serviso g. id:784215 6 kmb.",170000,200.0,6,1,Plytinis,,Dujinis,1994,4.0
3437,Kotedžas pardavimui,Klaipėda,"Paupiai, Jaunystės g. id:784181 4 kmb.",150000,102.0,4,2,Plytinis,,Dujinis,2021,2.0
3438,Namas pardavimui,Klaipėdos r. sav.,Klipščiai id:784176 4 kmb.,145000,85.0,4,1,Plytinis,,Dujinis,2021,5.0
3439,Sodyba pardavimui,Kretingos r. sav.,"Laukžemė, Malūno g. id:831330 10 kmb.",990000,628.0,10,2,Plytinis,Įrengtas,,2003,106.0
3440,Kotedžas pardavimui,Kunigiškės,Užkanavės g. id:571918 10 kmb.,1200000,350.0,10,3,Plytinis,Įrengtas,Dujinis,1995,5.0
3441,Namas pardavimui,Klaipėda,"Sportininkai, Naujoji Uosto g. id:439653 7 kmb.",429000,248.0,7,2,,,,2019,11.0
3442,Kotedžas pardavimui,Vilnius,"Aukštasis Pavilnys, Mečislovo Reinio g. id:774924 4 kmb.",280000,119.0,4,2,Plytinis,,Dujinis,2017,5.0
3443,Namas pardavimui,Kretingos r. sav.,"Kretinga, J. Basanavičiaus g. id:825561 4 kmb.",71000,135.0,4,2,,,,1995,2.0
3444,Kotedžas pardavimui,Palanga,Gudobelių g. id:825606 1 kmb.,430000,170.0,1,2,,,,2019,7.0
3445,Namas pardavimui,Klaipėdos r. sav.,"Ginduliai, Lankiškių g. id:670055 4 kmb.",225000,140.0,4,1,,,Centrinis Kolektorinis,2016,7.0
3446,Kotedžas pardavimui,Palanga,Kaštonų g. id:752666 4 kmb.,273000,105.0,4,2,,,,2018,4.0
3447,Namas pardavimui,Klaipėdos r. sav.,"Gargždai, Klaipėdos g. id:769787 4 kmb.",119000,109.0,4,1,Plytinis,Tvarkingas,Dujinis,1964,1.0
3448,Namas pardavimui,Klaipėdos r. sav.,"Dercekliai, Lingių g. id:769745 8 kmb.",169000,123.0,8,2,Plytinis,Tvarkingas,Elektrinis,2008,6.0
3449,Namas pardavimui,Klaipėda,"Plytinė, Topolių g. id:823266 5 kmb.",447000,348.0,5,2,Plytinis,,Dujinis,2003,6.0
3450,Sodyba pardavimui,Šilutės r. sav.,Minija id:822829 8 kmb.,570000,240.0,8,2,,Įrengtas,,2019,17.0
3451,Namas pardavimui,Klaipėda,"Luizė, Biržų g. id:795907 5 kmb.",198000,400.0,5,3,,,,2016,6.0
3452,Namas pardavimui,Klaipėdos r. sav.,"Dercekliai, Lokių g. id:758667",21000,20.0,4,1,,,,1964,6.0
3453,Namas pardavimui,Klaipėda,"Tauralaukis, Žaibo g. id:679279 4 kmb.",310500,207.0,4,1,Plytinis,,,2021,11.0
3454,Sodyba pardavimui,Klaipėdos r. sav.,"Jakai, Eglyno g. id:820926 6 kmb.",360000,280.0,6,2,,,Dujinis,2019,15.0
3455,Namas pardavimui,Skuodo r. sav.,"Lenkimai, Palegijos g. id:820176 3 kmb.",38000,79.0,3,2,Plytinis,Reikia remonto,Kietu kuru,1969,26.0
3456,Namas pardavimui,Klaipėdos r. sav.,"Ginduliai, Kalnelio g. id:818752 4 kmb.",285000,183.0,4,2,,,Centrinis Kolektorinis,2018,10.0
3457,Namas pardavimui,Klaipėdos r. sav.,"Klipščiai, Riešutų g. id:638245 4 kmb.",195000,85.0,4,1,,,"Centrinis Kolektorinis, Dujinis",2016,5.0
3458,Kotedžas pardavimui,Klaipėdos r. sav.,"Ginduliai, Arimų g. id:775315 3 kmb.",138000,73.0,3,2,,,,2001,2.0
3459,Kotedžas pardavimui,Klaipėda,"Melnragė, Girulių pl. id:817386 3 kmb.",279000,90.0,3,3,,,,2018,1.0
3460,Namas pardavimui,Klaipėda,"Melnragė, Girulių pl. id:817384 5 kmb.",788000,137.0,5,2,,,,2019,7.0
3461,Namas pardavimui,Trakų r. sav.,Lentvaris id:817382 5 kmb.,59000,120.0,5,2,,,,2016,45.45
3462,Namas pardavimui,Palanga,Žaibo g. id:779358 5 kmb.,160000,105.0,5,1,Plytinis,,Elektrinis,2022,5.0
3463,Kotedžas pardavimui,Klaipėdos r. sav.,"Trušeliai, Giliškės g. id:798553 4 kmb.",179000,130.0,4,1,,Naujas,Dujinis,2010,2.0
